FULLNAME,GENDERIDENTITY,BIRTHDATE,AGE,SIGNUPDATE,MEMBERSHIPLABEL,MEMBERSHIPCATEGORY,STATUS,BEGINDATE,ENDDATE,AUTORENEW,DROPREASON,INCOMECATEGORY,LASTATTDATE,ATTTOTAL,AUTOPAY,TOTALPAYMENTAMOUNT,TOTALDURATIONDAYS,MEMBERSHIPCOUNT,MEMBERSHIPTYPE
Christina Hernandez,Male,11/10/1965,59,10/10/2015,Flexi Access,Annual,Paused,07/16/2016,03/11/2018,Yes,Health Issues,Premium Pass,03/05/2024,3,ON,5352,603,7,Referral
Heidi Blankenship,Male,05/06/1959,66,11/14/2015,Starter Pass,Annual,Paused,12/09/2016,05/08/2018,Yes,,Wellness Plan,11/18/2019,1,ON,5699,515,6,Gifted
Karen Padilla,Female,06/03/1983,42,05/26/2018,Annual Flex,Annual,Active,06/26/2019,07/31/2021,No,Health Issues,Premium Pass,12/09/2019,3,OFF,5931,766,5,Renewed
Justin Lester,Male,04/30/1964,61,03/31/2024,Momentum Membership,Annual,Completed,09/27/2024,08/12/2026,No,Personal Reasons,Premium Pass,12/04/2024,2,ON,4613,684,7,Reactivated
Joseph Montgomery,Male,05/19/1955,70,05/17/2020,Peak Season Promo,Monthly,Active,05/21/2021,04/06/2023,No,Financial Constraints,Flexi Tier,01/02/2025,0,ON,2962,685,4,Renewed
Julie Lucero,Female,10/14/1955,69,01/09/2025,Starter Pass,Annual,Active,09/06/2025,05/10/2027,Yes,Injury,Standard Plan,09/06/2025,2,ON,1632,611,5,FirstTime
Vanessa Beck,Female,05/06/1990,35,09/05/2015,Flexi Access,Annual,Inactive,09/26/2016,08/10/2018,No,Financial Constraints,Flexi Tier,09/05/2020,4,ON,2203,683,5,FirstTime
Perry Taylor,Female,01/11/1955,70,03/31/2015,Starter Pass,Single Use,Active,02/17/2016,06/17/2017,Yes,Schedule Conflicts,Premium Pass,10/24/2018,0,ON,3570,486,5,Upgraded
Christopher Smith,Female,04/05/1970,55,11/11/2017,Spring Event,Annual,Guest,09/24/2018,10/02/2019,Yes,Financial Constraints,Standard Plan,03/14/2020,0,ON,3415,373,5,Referral
Tara Richards,Male,03/23/1990,35,10/30/2017,Peak Season Promo,Annual,Paused,07/26/2018,06/20/2020,Yes,Found Alternative,Standard Plan,08/03/2018,5,OFF,4421,695,7,Renewed
Tracy Potts,Female,04/25/1957,68,09/13/2023,Starter Pass,Annual,Pending,04/11/2024,11/15/2025,Yes,Financial Constraints,Premium Pass,01/28/2025,1,ON,5595,583,4,FirstTime
Victoria Tanner,Female,05/03/1982,43,08/13/2024,Momentum Membership,Trial,Inactive,08/01/2025,09/29/2027,Yes,Injury,Standard Plan,08/01/2025,3,ON,1569,789,6,Upgraded
Eric Long,Female,12/22/1949,75,01/20/2024,Starter Pass,Trial,Trialing,10/07/2024,09/25/2026,Yes,Lack of Results,Infinity Pass,04/26/2025,4,ON,5350,718,4,Upgraded
Rachel Caldwell DVM,Male,03/19/1955,70,07/30/2018,Spring Event,Monthly,Paused,04/23/2019,10/17/2020,Yes,,Flexi Tier,09/12/2019,0,ON,4974,543,7,Reactivated
Tiffany Miller,Female,05/05/1966,59,11/15/2021,Starter Pass,Single Use,Active,11/07/2022,09/17/2024,Yes,Health Issues,Standard Plan,03/17/2023,1,ON,2218,680,6,Referral
Alexis Vance,Female,09/05/1984,40,11/19/2016,Starter Pass,Monthly,Active,06/13/2017,03/22/2019,Yes,Financial Constraints,Standard Plan,05/26/2025,1,ON,2755,647,3,Upgraded
Samuel Lee,Male,08/25/1972,52,09/03/2018,Wellness Bundle,Trial,Completed,04/07/2019,02/12/2020,Yes,Financial Constraints,Velocity Tier,09/28/2021,0,ON,5299,311,3,Upgraded
Sydney Burns,Male,09/18/1963,61,07/22/2021,Flexi Access,Annual,Active,02/14/2022,03/07/2024,Yes,Injury,Standard Plan,11/19/2024,3,ON,2404,752,3,Gifted
David Parker,Female,05/16/2004,21,07/23/2018,Starter Pass,Annual,Trialing,05/29/2019,07/23/2020,Yes,Facility Dissatisfaction,Velocity Tier,02/26/2025,4,OFF,5306,421,3,FirstTime
Andrew Brady,Male,09/05/1974,50,08/11/2019,Starter Pass,Seasonal,Suspended,03/30/2020,06/16/2021,Yes,Lack of Results,Wellness Plan,02/21/2021,1,ON,737,443,6,FirstTime
Bobby Arnold,Male,11/18/1994,30,11/13/2015,Momentum Membership,Single Use,Completed,05/27/2016,12/03/2017,Yes,Relocation,Standard Plan,04/12/2024,2,OFF,5687,555,7,Reactivated
Lori Navarro,Female,12/27/1953,71,06/02/2019,Peak Season Promo,Trial,Active,06/16/2020,04/16/2022,No,Financial Constraints,Premium Pass,12/25/2021,5,ON,5515,669,7,Transferred
Tanner James,Female,09/30/1946,78,03/05/2020,Peak Season Promo,Single Use,Active,03/12/2021,02/02/2023,Yes,Financial Constraints,Starter Bundle,01/11/2025,1,ON,4067,692,4,Renewed
Melissa Rogers,Male,11/02/1947,77,11/15/2018,Starter Pass,Annual,Suspended,06/14/2019,07/26/2021,Yes,Financial Constraints,Standard Plan,10/31/2022,1,ON,4316,773,5,FirstTime
Rachel Russell,Female,09/13/1997,27,04/28/2021,Starter Pass,Monthly,Active,04/12/2022,10/03/2023,Yes,Facility Dissatisfaction,Standard Plan,02/05/2023,4,ON,4769,539,4,Upgraded
Michelle Tran,Male,09/26/1967,57,12/21/2019,Peak Season Promo,Monthly,Inactive,08/15/2020,07/01/2022,Yes,Relocation,Standard Plan,02/18/2022,1,ON,5422,685,3,Gifted
Thomas Sellers,Male,04/09/1977,48,05/06/2017,Wellness Bundle,Trial,Suspended,05/10/2018,10/22/2019,Yes,Personal Reasons,Standard Plan,06/10/2025,1,OFF,868,530,6,FirstTime
Emma Hicks,Male,01/04/1951,74,05/11/2015,Momentum Membership,Basic,Suspended,03/30/2016,02/15/2017,Yes,Facility Dissatisfaction,Premium Pass,11/14/2017,4,ON,2134,322,6,FirstTime
Renee Rodriguez,Non-binary,11/16/1952,72,05/15/2019,Momentum Membership,Trial,Active,12/21/2019,10/19/2020,Yes,Schedule Conflicts,Standard Plan,02/07/2021,2,ON,3898,303,7,FirstTime
Christian Solis,Male,05/02/1950,75,03/26/2022,Starter Pass,Single Use,Active,11/26/2022,07/07/2024,No,Health Issues,Premium Pass,04/05/2023,4,ON,3097,589,3,Reactivated
Alexandra Smith,Female,02/15/1996,29,09/28/2024,Starter Pass,Annual,Paused,08/16/2025,09/20/2026,Yes,Lack of Results,Standard Plan,08/16/2025,3,ON,1451,400,6,Transferred
Lisa Moore,Male,12/13/1997,27,02/26/2020,Peak Season Promo,Annual,Active,03/05/2021,10/07/2022,Yes,Schedule Conflicts,Standard Plan,08/21/2023,1,OFF,1776,581,4,Reactivated
Julia Marks,Male,03/12/1986,39,08/09/2015,Wellness Bundle,Annual,Inactive,07/01/2016,05/07/2017,Yes,Injury,Starter Bundle,09/11/2022,3,ON,2094,310,3,FirstTime
Bryan Padilla,Male,08/05/1996,28,01/15/2020,Momentum Membership,Trial,Active,12/06/2020,04/06/2022,Yes,,Standard Plan,09/05/2021,1,ON,4130,486,4,Renewed
Angela Davis,Female,06/19/1958,66,09/23/2021,Momentum Membership,Trial,Paused,10/02/2022,11/18/2023,No,Financial Constraints,Premium Pass,10/26/2022,5,ON,3927,412,5,Upgraded
Rickey Hall,Female,05/03/2007,18,06/14/2021,Momentum Membership,Monthly,Inactive,07/07/2022,07/20/2024,Yes,Facility Dissatisfaction,Starter Bundle,11/30/2022,2,OFF,2274,744,4,Upgraded
Frank Moreno,Male,09/30/1948,76,12/11/2016,Zen Trial,Monthly,Completed,07/08/2017,11/02/2018,Yes,Health Issues,Standard Plan,04/15/2019,5,OFF,4636,482,7,Renewed
William Jacobs,Female,06/09/1976,49,01/18/2025,Starter Pass,Trial,Inactive,12/08/2025,02/11/2027,Yes,Injury,Standard Plan,12/08/2025,4,ON,1457,430,7,FirstTime
Michael Hancock,Female,08/04/1957,67,07/29/2019,Momentum Membership,Seasonal,Inactive,08/12/2020,10/23/2021,Yes,Relocation,Infinity Pass,01/25/2021,2,ON,2516,437,6,Upgraded
Aaron Thompson,Female,06/24/1949,75,12/22/2024,Flexi Access,Monthly,Active,06/25/2025,06/15/2027,No,Relocation,Standard Plan,06/25/2025,5,ON,767,720,6,FirstTime
Joshua Kaufman,Non-binary,05/08/1958,67,03/22/2022,Peak Season Promo,Monthly,Suspended,10/18/2022,03/31/2024,Yes,Financial Constraints,Premium Pass,04/09/2025,5,ON,4828,530,7,Gifted
Angela Lopez,Male,12/29/1990,34,09/12/2017,Momentum Membership,Annual,Active,08/18/2018,04/03/2020,Yes,Health Issues,Standard Plan,02/23/2023,3,ON,1021,594,7,Referral
Carla Reid DDS,Female,05/22/1966,59,08/02/2025,Peak Season Promo,Premium,Suspended,09/05/2026,09/17/2028,Yes,Health Issues,Velocity Tier,09/05/2026,3,ON,2900,743,6,FirstTime
Donna Simmons,Female,08/06/1984,40,02/27/2019,Starter Pass,Annual,Active,01/01/2020,04/18/2021,Yes,Financial Constraints,Wellness Plan,08/25/2023,4,ON,2159,473,6,FirstTime
Kerry Pena,Male,02/01/1999,26,05/24/2018,Peak Season Promo,Basic,Active,06/17/2019,12/03/2020,Yes,Health Issues,Premium Pass,07/31/2021,5,ON,645,535,3,Upgraded
Paul Brown,Female,06/04/2008,17,12/27/2022,Momentum Membership,Seasonal,Active,09/22/2023,02/28/2025,Yes,Found Alternative,Wellness Plan,11/19/2024,0,ON,2305,525,7,Referral
Nicholas Harvey,Female,07/30/1949,75,04/20/2024,Starter Pass,Annual,Active,02/10/2025,04/08/2026,Yes,Relocation,Premium Pass,04/09/2025,5,OFF,1716,422,6,Upgraded
Phillip Moran,Male,08/25/1998,26,10/25/2019,Momentum Membership,Monthly,Guest,08/27/2020,11/07/2021,Yes,Facility Dissatisfaction,Standard Plan,12/08/2024,2,ON,5399,437,5,FirstTime
Anita Chapman,Male,04/11/1946,79,04/06/2017,Momentum Membership,Single Use,Inactive,12/19/2017,10/04/2019,No,Financial Constraints,Premium Pass,12/26/2024,4,ON,3688,654,6,Reactivated
Michael Gregory,Female,01/21/2005,20,07/23/2023,Gold Promo,Monthly,Inactive,06/04/2024,03/30/2026,No,Health Issues,Wellness Plan,09/21/2024,5,OFF,2755,664,7,Gifted
Ryan Hayes,Female,10/12/1949,75,09/30/2016,Momentum Membership,Annual,Inactive,04/06/2017,03/21/2018,Yes,Schedule Conflicts,Wellness Plan,12/16/2023,5,ON,4878,349,5,FirstTime
Mr. Phillip Edwards,Female,09/27/1993,31,06/13/2022,Momentum Membership,Annual,Active,01/12/2023,02/20/2025,Yes,Financial Constraints,Wellness Plan,05/26/2024,5,ON,511,770,4,Upgraded
Kevin Williams,Non-binary,06/09/2010,15,08/24/2019,Wellness Bundle,Trial,Inactive,07/21/2020,05/29/2021,No,Injury,Starter Bundle,10/16/2021,0,ON,864,312,5,FirstTime
Joel Mclean,Female,06/08/1968,57,09/20/2021,Peak Season Promo,Monthly,Active,05/11/2022,10/29/2023,Yes,,Standard Plan,11/09/2023,0,ON,4655,536,6,Renewed
Julie Nolan,Female,07/08/2000,24,08/29/2024,Starter Pass,Annual,Inactive,08/10/2025,09/10/2026,Yes,,Standard Plan,08/10/2025,0,ON,3209,396,4,FirstTime
Paul Barnes,Male,11/21/1974,50,11/13/2015,Flexi Access,Annual,Inactive,07/14/2016,05/11/2017,Yes,Financial Constraints,Premium Pass,09/02/2016,2,ON,4249,301,7,FirstTime
Eugene Fritz,Female,02/02/1947,78,07/28/2025,Starter Pass,Trial,Active,05/03/2026,08/07/2027,Yes,Financial Constraints,Starter Bundle,05/03/2026,5,ON,2461,461,5,Upgraded
Adrian Moody,Non-binary,08/03/1986,38,12/18/2018,Momentum Membership,Annual,Active,08/24/2019,11/06/2020,Yes,Schedule Conflicts,Standard Plan,06/18/2023,5,ON,596,440,4,Reactivated
Kevin White,Female,07/06/1988,36,09/15/2019,Flexi Access,Annual,Active,09/05/2020,05/23/2022,Yes,Relocation,Standard Plan,05/31/2023,5,ON,2404,625,5,Upgraded
Chris Rogers,Female,08/30/1951,73,02/27/2015,Momentum Membership,Premium,Guest,11/27/2015,02/26/2017,Yes,Schedule Conflicts,Premium Pass,05/09/2020,2,ON,5475,457,7,Gifted
Eric Moses,Female,11/27/1946,78,08/04/2023,Momentum Membership,Annual,Completed,06/29/2024,05/24/2025,Yes,Financial Constraints,Standard Plan,07/27/2024,3,OFF,4585,329,4,Reactivated
John Cummings,Female,03/15/1981,44,08/07/2024,Wellness Bundle,Single Use,Inactive,08/08/2025,08/06/2026,Yes,Financial Constraints,Premium Pass,08/08/2025,4,ON,2029,363,7,Reactivated
Caitlin Costa,Female,08/19/1973,51,06/17/2019,Peak Season Promo,Trial,Active,04/24/2020,03/17/2021,No,Relocation,Flexi Tier,12/04/2023,0,ON,1833,327,6,Referral
Andrea Morris,Female,05/19/1949,76,07/19/2017,Momentum Membership,Monthly,Active,07/04/2018,03/25/2020,Yes,Injury,Flexi Tier,07/05/2022,2,ON,5850,630,7,FirstTime
David Harding,Female,06/25/1976,48,10/10/2020,Starter Pass,Single Use,Inactive,05/02/2021,07/10/2022,Yes,Financial Constraints,Standard Plan,12/06/2021,2,OFF,5727,434,4,Renewed
Adam Parker,Female,09/24/1997,27,02/26/2023,Momentum Membership,Monthly,Active,12/28/2023,05/12/2025,Yes,Relocation,Wellness Plan,12/30/2023,2,ON,597,501,3,Upgraded
Melinda Patterson,Female,10/22/1955,69,01/05/2024,Momentum Membership,Annual,Active,07/13/2024,04/27/2026,Yes,,Starter Bundle,01/14/2025,2,ON,2607,653,3,FirstTime
Douglas Hardy,Male,06/01/1953,72,02/14/2022,Momentum Membership,Single Use,Suspended,03/18/2023,08/11/2024,Yes,Personal Reasons,Premium Pass,05/24/2025,1,ON,4985,512,7,Transferred
Jaclyn Waller,Female,12/16/1997,27,12/17/2016,Starter Pass,Single Use,Active,06/20/2017,09/02/2018,Yes,Financial Constraints,Wellness Plan,08/26/2019,1,ON,4372,439,7,Renewed
Jason Clark,Female,08/07/1949,75,02/06/2015,Momentum Membership,Single Use,Active,11/07/2015,09/29/2017,No,Financial Constraints,Flexi Tier,10/09/2024,5,ON,4088,692,4,Renewed
Shane Edwards,Male,09/13/1966,58,07/15/2018,Peak Season Promo,Annual,Active,04/24/2019,01/12/2021,Yes,Financial Constraints,Wellness Plan,03/18/2021,5,ON,4475,629,6,Upgraded
Rachel Peters,Female,01/07/2005,20,11/16/2025,Starter Pass,Monthly,Pending,09/18/2026,07/31/2028,No,Health Issues,Starter Bundle,09/18/2026,4,ON,3820,682,5,Renewed
Cory Martinez,Female,01/06/1983,42,11/12/2019,Wellness Bundle,Trial,Inactive,09/13/2020,05/08/2022,Yes,Facility Dissatisfaction,Flexi Tier,11/07/2020,2,OFF,1412,602,4,Renewed
Tricia Perez,Male,06/01/1966,59,04/30/2021,Wellness Bundle,Trial,Inactive,03/16/2022,04/02/2024,No,Financial Constraints,Wellness Plan,03/29/2023,2,OFF,5756,748,4,Transferred
Robert Burns,Male,01/12/1984,41,09/29/2024,Momentum Membership,Flex Plan,Active,06/10/2025,06/14/2027,Yes,Financial Constraints,Standard Plan,06/16/2025,4,OFF,1390,734,6,Upgraded
Jorge Davis,Non-binary,01/12/1976,49,08/23/2016,Peak Season Promo,Monthly,Active,04/23/2017,07/16/2018,No,Financial Constraints,Premium Pass,10/25/2024,5,ON,2384,449,3,Upgraded
Angela Henry,Female,04/05/1994,31,02/18/2023,Flexi Access,Annual,Active,09/23/2023,04/14/2025,No,Health Issues,Standard Plan,12/14/2023,4,ON,4712,569,5,FirstTime
Tina Adams,Male,08/31/1984,40,02/02/2019,Momentum Membership,Monthly,Active,10/13/2019,03/18/2021,Yes,,Velocity Tier,07/05/2021,5,OFF,693,522,3,Upgraded
Raven Hill,Male,09/18/1974,50,06/25/2017,Gold Promo,Trial,Active,01/03/2018,06/27/2019,Yes,Financial Constraints,Wellness Plan,03/26/2023,5,OFF,4107,540,5,Renewed
Amy Wright,Female,10/18/1954,70,02/26/2019,Starter Pass,Monthly,Active,09/26/2019,04/02/2021,Yes,Financial Constraints,Flexi Tier,07/29/2022,2,OFF,558,554,6,FirstTime
Roger Olson,Male,08/24/1986,38,10/01/2022,Starter Pass,Annual,Active,08/25/2023,01/14/2025,No,Schedule Conflicts,Premium Pass,10/16/2023,2,ON,853,508,5,Upgraded
Francisco Galloway,Male,12/30/1954,70,12/15/2015,Wellness Bundle,Monthly,Active,08/31/2016,04/12/2018,Yes,Relocation,Standard Plan,07/28/2017,0,ON,5632,589,3,Reactivated
Samantha Brewer,Female,10/21/1984,40,06/28/2017,Starter Pass,Monthly,Active,06/04/2018,10/24/2019,Yes,Facility Dissatisfaction,Wellness Plan,12/27/2022,2,ON,562,507,7,FirstTime
Barbara Quinn,Female,10/01/2007,17,12/21/2025,Momentum Membership,Annual,Active,08/07/2026,08/12/2027,Yes,Relocation,Legacy Plan,08/07/2026,3,ON,5502,370,7,FirstTime
Robert Campbell,Female,04/21/1993,32,08/07/2022,Starter Pass,Annual,Active,07/04/2023,07/23/2024,Yes,Found Alternative,Standard Plan,12/15/2023,5,OFF,3062,385,4,Renewed
Robert Smith,Male,11/22/1996,28,09/12/2018,Starter Pass,Annual,Active,10/15/2019,04/05/2021,Yes,Financial Constraints,Infinity Pass,11/03/2020,5,ON,4991,538,5,Upgraded
Alexander Pearson,Male,06/18/1962,63,11/19/2025,Starter Pass,Single Use,Inactive,09/01/2026,11/29/2027,Yes,,Starter Bundle,09/01/2026,1,OFF,5656,454,6,Renewed
John Browning,Female,01/19/1995,30,10/04/2023,Peak Season Promo,Annual,Active,11/05/2024,03/18/2026,Yes,,Premium Pass,01/31/2025,2,OFF,4095,498,7,Upgraded
Kristi Wheeler,Female,02/03/1955,70,08/14/2015,Peak Season Promo,Monthly,Inactive,04/18/2016,09/15/2017,Yes,Financial Constraints,Velocity Tier,05/30/2020,5,ON,4958,515,5,Gifted
Donald Hill,Female,10/18/1994,30,01/27/2023,Momentum Membership,Monthly,Paused,11/25/2023,05/13/2025,No,Health Issues,Premium Pass,06/02/2024,4,OFF,1348,535,6,Referral
Christopher Anderson,Non-binary,05/29/1991,34,02/26/2021,Flexi Access,Trial,Active,02/17/2022,06/05/2023,No,,Starter Bundle,09/25/2022,3,ON,2636,473,7,Reactivated
Sean Tran,Male,08/23/2007,17,08/05/2016,Momentum Membership,Annual,Completed,08/28/2017,11/07/2018,Yes,Facility Dissatisfaction,Standard Plan,04/25/2023,3,ON,3104,436,4,Reactivated
Nathan Pierce,Female,06/21/1969,55,04/20/2019,Starter Pass,Annual,Guest,04/16/2020,04/23/2022,Yes,Financial Constraints,Premium Pass,05/18/2023,0,ON,3328,737,5,FirstTime
Jennifer Nguyen,Male,05/17/1986,39,12/25/2024,Wellness Bundle,Monthly,Active,08/23/2025,07/15/2027,Yes,Lack of Results,Standard Plan,08/23/2025,3,OFF,2079,691,6,Reactivated
Douglas Cunningham,Female,11/04/1999,25,02/10/2023,Annual Flex,Annual,Active,12/11/2023,02/06/2025,Yes,Facility Dissatisfaction,Standard Plan,01/07/2025,1,ON,2071,423,7,Upgraded
Amy Love,Male,06/14/1982,43,06/04/2022,Flexi Access,Monthly,Active,07/08/2023,06/24/2024,Yes,Health Issues,Standard Plan,08/06/2024,0,ON,2879,352,6,Upgraded
Barry Hernandez,Male,01/25/1954,71,01/23/2019,Peak Season Promo,Monthly,Active,09/26/2019,09/19/2020,No,,Legacy Plan,11/13/2024,2,OFF,1646,359,4,Reactivated
Cynthia Fischer,Female,06/24/1979,45,12/22/2019,Starter Pass,Monthly,Inactive,09/23/2020,01/06/2022,Yes,Injury,Standard Plan,03/05/2025,5,ON,4999,470,4,Upgraded
Jason Potter,Female,09/11/2008,16,12/26/2015,Gold Promo,Single Use,Guest,09/16/2016,06/15/2018,Yes,,Standard Plan,06/09/2020,1,OFF,3447,637,3,FirstTime
Kelly May,Female,07/04/1977,47,03/14/2023,Flexi Access,Monthly,Active,11/10/2023,03/23/2025,Yes,Schedule Conflicts,Standard Plan,11/16/2023,1,ON,4406,499,6,FirstTime
Rodney Olsen,Female,03/28/1971,54,12/08/2022,Starter Pass,Monthly,Active,09/08/2023,09/24/2025,Yes,Schedule Conflicts,Flexi Tier,08/10/2024,5,OFF,1207,747,3,Renewed
Thomas Green,Female,08/25/1974,50,07/27/2018,Momentum Membership,Annual,Active,06/12/2019,03/08/2021,Yes,,Standard Plan,07/09/2024,4,ON,4583,635,5,Upgraded
Kristin Williams,Male,01/18/1961,64,04/05/2016,Starter Pass,Monthly,Active,10/18/2016,11/12/2018,Yes,Schedule Conflicts,Starter Bundle,02/05/2020,4,OFF,4975,755,7,Renewed
Andrew Robinson,Female,04/14/2000,25,07/27/2015,Momentum Membership,Seasonal,Active,02/28/2016,10/22/2017,Yes,Health Issues,Flexi Tier,05/21/2016,3,ON,3609,602,7,Renewed
Seth Mason,Female,08/14/1960,64,02/24/2015,Momentum Membership,Annual,Inactive,08/27/2015,05/01/2017,Yes,Financial Constraints,Standard Plan,01/04/2016,0,ON,754,613,3,Reactivated
Meagan Smith,Female,06/28/1966,58,03/16/2021,Peak Season Promo,Monthly,Active,09/28/2021,10/19/2022,Yes,,Premium Pass,07/03/2024,2,ON,4442,386,7,Gifted
Michael Terry MD,Female,04/04/1995,30,05/17/2020,Peak Season Promo,Trial,Pending,06/06/2021,07/19/2022,Yes,Financial Constraints,Standard Plan,06/11/2024,1,ON,707,408,5,Renewed
Christine Aguilar,Female,02/08/1948,77,12/19/2017,Annual Flex,Annual,Inactive,11/29/2018,07/23/2020,Yes,,Standard Plan,11/10/2020,1,OFF,5676,602,7,FirstTime
Lauren Richardson,Female,12/17/1945,79,06/19/2016,Peak Season Promo,Single Use,Active,05/30/2017,05/16/2018,Yes,Financial Constraints,Premium Pass,04/20/2022,5,ON,3184,351,4,Referral
Daniel Herrera,Female,11/27/2003,21,03/02/2022,Starter Pass,Annual,Active,11/07/2022,08/31/2024,No,,Legacy Plan,12/24/2024,3,ON,1066,663,4,FirstTime
Diana Hawkins,Male,12/25/2004,20,09/23/2024,Peak Season Promo,Flex Plan,Active,09/21/2025,11/14/2027,Yes,Injury,Flexi Tier,09/21/2025,2,ON,1650,784,6,Renewed
Dakota Lawson,Male,09/14/1978,46,01/28/2019,Annual Flex,Annual,Active,02/07/2020,08/28/2021,Yes,Relocation,Premium Pass,05/11/2023,0,ON,5096,568,4,Gifted
David Wilson,Female,03/29/1967,58,12/01/2019,Momentum Membership,Trial,Suspended,09/26/2020,11/13/2021,No,Financial Constraints,Standard Plan,06/18/2024,4,ON,2786,413,6,FirstTime
Larry Curtis,Female,01/18/1964,61,12/27/2017,Peak Season Promo,Annual,Active,01/16/2019,07/04/2020,No,Relocation,Standard Plan,09/23/2022,0,ON,5022,535,6,Renewed
Cody Williams,Male,10/06/1978,46,10/02/2022,Gold Promo,Monthly,Active,04/18/2023,03/31/2024,Yes,Injury,Standard Plan,11/08/2023,3,ON,1369,348,5,Reactivated
Shelly Gonzalez,Female,10/18/1997,27,10/15/2022,Peak Season Promo,Monthly,Active,07/15/2023,03/06/2025,Yes,Schedule Conflicts,Starter Bundle,08/06/2023,3,ON,1948,600,7,Upgraded
Sandra Craig,Non-binary,07/24/1982,42,09/24/2022,Starter Pass,Annual,Active,07/10/2023,02/07/2025,Yes,Facility Dissatisfaction,Standard Plan,07/19/2024,3,ON,1815,578,7,Upgraded
Heather Brown,Female,02/17/2003,22,08/10/2025,Gold Promo,Monthly,Active,07/30/2026,06/25/2027,Yes,Financial Constraints,Standard Plan,07/30/2026,0,OFF,4455,330,3,Gifted
Stacey King,Male,03/12/1986,39,10/14/2023,Momentum Membership,Annual,Active,11/10/2024,08/15/2026,Yes,Health Issues,Infinity Pass,02/25/2025,5,ON,2333,643,3,Renewed
Daniel White,Female,09/20/1978,46,03/20/2022,Flexi Access,Annual,Active,02/21/2023,09/06/2024,Yes,Health Issues,Standard Plan,07/20/2024,1,ON,602,563,5,Renewed
Dr. Nathan Ellis MD,Non-binary,03/15/1967,58,11/17/2022,Momentum Membership,Monthly,Pending,11/25/2023,07/14/2025,Yes,Financial Constraints,Standard Plan,01/14/2024,5,OFF,4515,597,3,FirstTime
Karen Carlson,Male,07/01/1994,30,03/15/2020,Momentum Membership,Single Use,Completed,02/13/2021,10/24/2022,Yes,,Standard Plan,11/30/2022,0,ON,2261,618,3,Referral
Teresa Jones,Female,03/04/1997,28,09/22/2018,Starter Pass,Annual,Guest,10/01/2019,12/26/2020,No,,Premium Pass,05/05/2024,2,OFF,968,452,4,Transferred
Andre Williams,Female,06/20/1952,72,03/26/2016,Wellness Bundle,Annual,Active,12/09/2016,11/03/2018,Yes,Facility Dissatisfaction,Standard Plan,08/23/2022,2,ON,5833,694,7,Upgraded
Aaron Wallace,Male,03/24/1946,79,06/24/2015,Flexi Access,Annual,Active,05/30/2016,01/05/2018,Yes,,Standard Plan,11/16/2021,0,ON,5112,585,6,Referral
Anne Richardson,Male,11/12/1992,32,05/07/2024,Spring Event,Annual,Active,03/16/2025,08/23/2026,Yes,Financial Constraints,Wellness Plan,04/12/2025,3,OFF,2960,525,3,Referral
Natalie Watson,Female,06/22/1987,37,07/10/2024,Gold Promo,Monthly,Trialing,05/09/2025,03/22/2027,Yes,Health Issues,Flexi Tier,05/27/2025,2,OFF,3240,682,4,Reactivated
Elizabeth Johnson,Female,09/11/1963,61,12/21/2017,Momentum Membership,Monthly,Suspended,09/10/2018,03/20/2020,Yes,,Premium Pass,10/13/2021,5,ON,4576,557,7,Renewed
Jesus Randolph,Female,04/20/1953,72,11/29/2016,Momentum Membership,Monthly,Active,12/18/2017,11/28/2018,Yes,Relocation,Infinity Pass,12/02/2020,2,ON,2619,345,7,Gifted
Barbara Fields,Female,05/30/2009,16,05/16/2018,Annual Flex,Monthly,Inactive,01/06/2019,11/02/2019,Yes,Health Issues,Standard Plan,08/25/2019,5,OFF,993,300,7,Upgraded
